COUNTRY,STATION,SOUID,YEAR,ANNUAL,WINTER_HALF_YEAR,SUMMER_HALF_YEAR,WINTER_DJF,SPRING_MAM,SUMMER_JJA,AUTUMN_SON,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER
Czech Republic,VYSSI BROD,3976,2025,40.39,26.42,55.99,24.89,48.71,62.49,27.34,20.0,35.18,38.55,55.11,52.69,77.08,46.56,64.3,40.36,15.75,26.31,13.52
Czech Republic,BROUMOV,3977,2010,30.27,13.64,44.03,7.59,34.42,53.99,24.82,6.99,10.42,33.6,51.94,18.28,60.0,62.63,39.52,32.22,32.8,9.17,4.84
Czech Republic,BROUMOV,3977,2011,38.92,20.88,54.39,11.57,56.37,50.27,35.62,6.72,24.4,47.34,48.47,73.04,56.58,40.94,53.49,53.64,30.97,22.42,8.49
Czech Republic,BROUMOV,3977,2012,37.73,24.4,54.09,15.12,52.66,56.67,25.98,10.7,26.93,47.02,47.75,63.06,50.81,56.37,62.63,43.28,26.75,7.89,8.82
Czech Republic,BROUMOV,3977,2013,30.52,13.66,45.43,6.35,31.52,60.61,21.23,4.06,6.16,27.37,33.61,33.66,43.92,72.04,65.32,22.86,29.19,11.36,13.98
Czech Republic,BROUMOV,3977,2014,33.26,21.68,46.23,15.73,40.24,55.05,23.75,7.85,26.4,41.4,36.17,43.04,56.78,66.96,41.48,32.53,27.98,10.58,7.39
Czech Republic,BROUMOV,3977,2015,37.17,18.37,54.92,11.34,46.99,61.02,26.07,7.93,19.49,36.72,53.5,50.97,46.39,69.06,67.15,41.72,19.3,17.42,15.05
Czech Republic,BROUMOV,3977,2016,,15.36,,12.31,,55.24,26.28,8.71,13.22,18.41,41.83,,56.28,50.22,59.25,55.22,10.24,13.92,17.63
Czech Republic,BROUMOV,3977,2017,34.71,18.91,49.89,18.64,41.87,62.44,18.84,19.06,19.29,33.23,31.44,60.59,73.36,52.77,61.53,18.81,27.04,10.39,7.37
Czech Republic,BROUMOV,3977,2018,41.36,15.76,63.62,10.33,56.0,60.31,38.86,5.24,19.26,25.46,68.83,74.11,46.17,68.39,65.91,57.75,41.18,17.58,5.11
Czech Republic,BROUMOV,3977,2019,,23.37,57.61,15.52,44.74,66.41,,10.4,32.71,33.98,60.33,40.4,90.17,57.26,52.58,45.67,,11.61,10.51
Czech Republic,BROUMOV,3977,2020,39.53,,59.27,15.03,59.25,55.52,28.1,16.67,18.1,43.25,80.61,54.57,45.53,62.07,58.63,54.28,16.16,14.25,10.03
Czech Republic,BROUMOV,3977,2021,35.31,18.44,48.16,14.53,39.07,55.65,31.54,9.78,24.76,36.16,38.92,42.12,73.06,53.41,41.05,40.64,40.62,13.06,9.95
Czech Republic,BROUMOV,3977,2022,40.21,26.65,54.49,15.7,53.83,63.36,27.99,12.53,25.6,57.61,40.56,62.9,71.83,63.01,55.51,32.5,35.94,15.28,7.8
Czech Republic,BROUMOV,3977,2023,36.01,19.62,54.19,12.3,39.59,57.19,33.67,10.03,19.79,28.76,31.81,57.96,59.25,63.33,49.06,63.5,26.05,11.72,10.05
Czech Republic,BROUMOV,3977,2024,37.86,17.23,57.81,11.72,46.11,63.0,29.7,15.48,9.48,29.89,49.86,58.68,59.67,64.68,64.54,48.94,24.95,15.36,11.67
Czech Republic,BROUMOV,3977,2025,38.85,24.3,54.21,18.59,51.39,61.02,24.91,14.78,30.48,48.9,56.78,48.66,68.17,50.16,64.97,36.5,19.65,18.75,8.39
Czech Republic,CHOTUSICE,3978,2010,33.84,15.06,50.5,8.7,37.05,60.33,29.58,5.91,13.69,30.38,58.89,22.58,66.11,71.24,43.82,40.83,35.22,12.5,4.3
Czech Republic,CHOTUSICE,3978,2011,43.13,21.96,62.26,12.5,58.32,62.84,34.79,9.41,25.0,45.35,54.06,75.43,73.19,53.41,62.26,55.08,32.39,16.97,14.06
Czech Republic,CHOTUSICE,3978,2012,42.13,25.13,61.77,18.81,58.38,63.53,28.27,16.1,26.78,44.3,51.11,79.49,59.39,59.35,71.72,48.72,23.15,13.11,11.45
Czech Republic,CHOTUSICE,3978,2013,35.91,14.04,55.61,7.92,35.76,72.27,26.35,4.46,7.83,23.6,37.47,46.26,57.44,89.44,69.46,32.33,36.34,10.03,13.31
Czech Republic,CHOTUSICE,3978,2014,37.28,23.88,55.69,17.47,49.98,62.58,21.13,13.66,26.31,43.41,51.5,55.08,69.61,68.63,49.73,39.36,17.66,6.47,5.43
Czech Republic,CHOTUSICE,3978,2015,42.29,15.86,61.73,11.11,48.21,71.2,31.38,8.63,20.15,36.91,54.14,53.76,61.81,78.84,72.63,48.5,23.44,22.47,24.62
Czech Republic,CHOTUSICE,3978,2016,37.67,21.46,58.15,19.87,41.86,60.06,32.89,15.97,18.97,23.17,43.03,59.41,56.58,55.97,67.53,66.11,13.41,19.81,12.04
Czech Republic,CHOTUSICE,3978,2017,38.97,21.22,56.57,18.83,45.68,69.88,20.83,22.66,22.11,37.34,29.56,69.62,79.69,62.28,67.98,29.28,23.98,9.14,12.1
Czech Republic,CHOTUSICE,3978,2018,45.99,18.0,68.56,17.35,56.03,69.18,42.08,8.2,33.3,22.5,69.11,76.91,58.72,74.11,74.35,57.47,45.86,22.78,8.06
Czech Republic,CHOTUSICE,3978,2019,43.72,27.14,61.23,19.08,47.92,70.67,33.45,14.09,36.82,36.02,63.72,44.52,92.44,61.88,58.39,47.08,39.57,13.5,17.26
Czech Republic,CHOTUSICE,3978,2020,42.44,25.97,63.15,17.66,61.25,61.97,30.16,16.8,18.99,48.84,77.53,57.9,46.11,72.37,66.91,57.81,19.01,14.06,12.26
Czech Republic,CHOTUSICE,3978,2021,39.55,18.94,55.32,15.94,40.37,63.43,38.49,11.83,24.55,32.31,46.5,42.5,79.75,65.81,45.27,52.53,49.95,12.61,10.59
Czech Republic,CHOTUSICE,3978,2022,45.13,29.71,61.74,16.85,59.82,72.19,30.87,13.74,27.23,63.36,46.58,69.09,78.67,71.85,66.26,37.25,38.36,16.75,10.67
Czech Republic,CHOTUSICE,3978,2023,40.87,21.75,59.89,14.22,45.04,62.34,39.95,14.3,18.07,31.83,36.25,66.75,69.39,64.54,53.31,68.94,35.54,15.53,14.6
Czech Republic,CHOTUSICE,3978,2024,42.43,23.0,62.06,16.58,50.24,67.88,36.64,20.97,14.02,36.51,56.14,58.28,62.31,66.77,74.38,54.03,33.71,22.28,8.74
Czech Republic,CHOTUSICE,3978,2025,45.09,27.97,61.16,19.36,56.12,67.07,34.35,15.11,35.83,52.74,60.31,55.46,75.33,53.23,72.93,49.75,25.62,27.97,17.02
Czech Republic,PRIMDA,3979,2010,29.82,11.31,45.72,4.63,36.23,53.8,23.53,1.88,8.04,30.91,57.5,20.97,56.94,69.89,34.68,34.72,27.42,8.33,5.65
Czech Republic,PRIMDA,3979,2011,39.08,19.81,54.98,11.57,61.6,47.9,34.8,5.91,24.4,47.2,63.94,73.74,48.22,42.53,52.96,48.33,38.95,16.97,5.0
Czech Republic,PRIMDA,3979,2012,38.38,25.58,54.62,15.39,54.25,54.42,27.98,13.71,28.3,50.46,42.81,69.11,49.67,52.26,61.18,52.08,24.57,7.39,8.33
Czech Republic,PRIMDA,3979,2013,30.45,12.72,46.05,5.72,26.28,63.59,24.03,4.44,4.26,26.34,30.06,22.55,51.03,78.06,61.26,32.53,32.1,7.19,12.96
Czech Republic,PRIMDA,3979,2014,32.58,20.73,48.45,12.6,45.0,57.46,18.33,6.26,19.23,46.08,43.69,45.19,69.0,55.27,48.49,28.94,18.58,7.47,2.12
Czech Republic,PRIMDA,3979,2015,36.6,15.0,54.31,8.22,47.58,62.09,24.3,4.92,18.63,38.39,58.31,46.4,46.67,70.59,68.52,34.61,20.7,17.72,12.37
Czech Republic,PRIMDA,3979,2016,33.99,14.85,54.05,11.16,37.32,56.82,30.04,11.05,10.0,17.02,41.86,53.23,47.58,54.46,68.12,58.61,15.97,16.0,13.39
Czech Republic,PRIMDA,3979,2017,36.74,21.66,53.13,20.46,44.97,64.19,19.4,22.42,26.13,36.29,35.5,62.82,75.78,57.53,59.65,26.83,22.88,8.36,5.59
Czech Republic,PRIMDA,3979,2018,41.78,15.01,65.03,11.69,52.88,64.46,37.73,4.95,25.89,23.25,68.39,67.5,52.39,72.04,68.55,60.89,41.29,10.89,4.57
Czech Republic,PRIMDA,3979,2019,39.89,22.72,59.02,17.0,43.31,69.49,26.72,8.95,39.67,32.18,62.86,35.51,83.89,65.7,59.35,47.36,26.29,6.53,11.72
Czech Republic,PRIMDA,3979,2020,40.48,19.35,61.93,13.24,58.74,59.56,32.97,12.72,15.43,42.74,81.42,52.8,47.36,68.52,62.39,59.14,15.89,24.44,2.9
Czech Republic,PRIMDA,3979,2021,34.72,19.14,49.0,12.54,40.9,52.78,31.71,6.75,29.61,36.42,48.47,38.04,67.69,54.27,36.85,49.28,37.66,8.0,4.17
Czech Republic,PRIMDA,3979,2022,42.03,23.1,59.09,10.46,55.37,70.03,29.96,6.13,22.23,59.87,43.03,62.82,74.22,70.81,65.19,37.78,34.19,17.78,8.49
Czech Republic,PRIMDA,3979,2023,37.71,19.73,58.24,12.92,38.21,63.87,36.29,5.97,25.51,26.94,29.08,58.31,74.64,67.31,50.0,70.08,31.02,7.94,5.56
Czech Republic,PRIMDA,3979,2024,34.42,17.21,53.64,11.48,40.25,61.47,22.72,20.13,8.56,29.19,43.03,48.63,54.08,61.83,68.25,45.42,10.4,12.75,9.62
Czech Republic,PRIMDA,3979,2025,40.45,20.38,57.67,15.94,58.12,60.49,25.23,12.04,27.26,50.62,61.08,62.74,75.86,40.35,65.75,40.36,19.3,16.22,13.52
Czech Republic,JAVORNIK,3980,2010,31.76,17.12,44.58,10.83,33.42,55.8,25.82,5.91,16.37,36.02,47.22,17.47,61.94,59.95,45.7,35.56,27.69,14.17,12.63
Czech Republic,JAVORNIK,3980,2011,42.2,22.77,55.51,15.83,55.93,51.68,42.93,10.75,25.0,46.29,50.61,70.73,56.06,42.02,57.12,56.44,32.66,40.03,18.15
Czech Republic,JAVORNIK,3980,2012,39.22,28.66,54.12,18.02,51.97,55.98,32.08,12.53,23.76,44.89,47.33,63.52,50.33,56.1,61.32,45.47,34.41,16.28,13.82
Czech Republic,JAVORNIK,3980,2013,34.63,16.78,48.98,8.06,34.8,61.3,28.53,4.54,5.6,24.95,38.78,40.81,48.69,72.42,62.39,29.83,41.08,14.25,29.25
Czech Republic,JAVORNIK,3980,2014,36.79,29.71,47.19,25.77,42.94,55.34,27.97,17.47,31.1,44.76,36.97,46.91,57.89,65.38,42.82,32.72,33.39,17.61,13.82
Czech Republic,JAVORNIK,3980,2015,40.32,23.21,56.04,15.75,48.39,63.54,28.89,10.56,23.63,40.08,56.42,48.92,50.64,71.96,67.61,40.03,21.99,24.89,25.89
Czech Republic,JAVORNIK,3980,2016,,21.48,,20.16,,54.39,26.36,16.18,18.3,21.56,43.03,,65.22,47.72,50.59,52.5,11.24,15.83,22.58
Czech Republic,JAVORNIK,3980,2017,35.1,21.92,46.27,22.47,40.39,57.07,23.52,24.17,20.48,36.88,30.72,53.25,65.5,49.89,56.08,21.47,29.54,19.33,12.39
Czech Republic,JAVORNIK,3980,2018,40.55,19.26,59.4,12.56,49.69,59.82,41.18,13.2,12.05,28.33,61.39,59.73,43.61,65.46,69.87,55.78,42.9,24.81,7.42
Czech Republic,JAVORNIK,3980,2019,,27.38,56.74,18.69,47.16,63.78,,12.1,38.48,39.57,58.69,43.58,88.06,51.56,52.5,46.81,,22.36,19.22
Czech Republic,JAVORNIK,3980,2020,42.8,,58.23,23.64,58.63,54.75,33.69,28.2,23.48,46.67,79.42,50.48,43.58,61.16,59.14,55.75,23.39,22.28,19.73
Czech Republic,JAVORNIK,3980,2021,39.29,24.36,50.94,21.08,39.93,58.71,39.16,12.63,31.93,36.85,37.5,45.35,77.69,52.2,46.85,46.33,46.45,24.44,13.47
Czech Republic,JAVORNIK,3980,2022,43.08,31.46,55.0,19.4,53.43,64.47,34.06,17.34,28.24,58.28,41.28,60.35,72.25,64.22,57.18,34.14,43.01,24.72,14.52
Czech Republic,JAVORNIK,3980,2023,38.37,24.58,55.12,15.81,37.75,61.08,38.48,15.22,17.92,31.48,28.64,52.85,62.69,69.41,51.18,65.69,29.95,20.08,14.14
Czech Republic,JAVORNIK,3980,2024,41.63,21.66,59.92,16.62,49.05,64.3,34.67,18.6,17.16,29.7,56.33,61.34,59.36,66.96,66.42,48.58,35.35,20.06,18.71
Czech Republic,JAVORNIK,3980,2025,42.98,29.22,56.78,23.76,50.19,65.63,31.28,19.06,34.55,47.8,54.94,47.98,71.89,55.05,70.13,40.56,27.1,26.33,20.24
Czech Republic,LUKA,3981,2010,34.22,15.52,49.95,9.07,37.23,61.05,28.48,10.75,11.01,35.48,56.94,19.89,66.39,64.25,52.69,40.0,34.41,10.83,6.99
Czech Republic,LUKA,3981,2011,45.21,23.74,62.93,13.89,63.29,59.53,41.65,6.45,29.76,54.17,56.64,78.84,63.14,49.89,65.67,63.19,33.58,28.44,12.28
Czech Republic,LUKA,3981,2012,45.92,30.25,63.75,20.54,62.52,65.5,33.34,18.31,31.75,57.18,53.5,76.59,62.22,63.79,70.38,55.36,34.54,10.08,16.32
Czech Republic,LUKA,3981,2013,35.8,17.53,54.31,10.56,37.06,69.85,27.49,5.35,9.97,27.93,42.64,40.78,52.31,87.12,69.54,32.33,33.76,16.17,9.22
Czech Republic,LUKA,3981,2014,36.48,24.11,52.63,14.8,51.01,56.53,22.21,13.76,22.11,49.19,51.33,52.53,64.92,62.2,42.74,42.06,19.78,4.86,11.4
Czech Republic,LUKA,3981,2015,41.92,18.94,61.13,16.44,49.8,71.49,28.48,10.43,28.66,39.01,62.42,48.39,62.39,78.15,73.63,41.28,18.87,25.61,13.66
Czech Republic,LUKA,3981,2016,38.15,18.88,60.53,14.79,45.19,62.88,28.89,14.44,16.38,24.41,49.06,62.23,67.97,59.27,61.56,63.06,11.53,12.67,15.16
Czech Republic,LUKA,3981,2017,41.21,20.67,59.29,19.61,50.24,72.24,23.66,22.42,21.43,40.65,39.83,69.89,85.72,60.75,70.67,28.06,29.68,13.06,10.54
Czech Republic,LUKA,3981,2018,44.93,18.08,68.21,13.59,57.7,65.48,43.65,10.11,20.83,24.35,70.22,78.92,52.78,67.8,75.46,63.47,46.91,20.47,6.37
Czech Republic,LUKA,3981,2019,44.59,27.33,62.04,17.63,47.92,72.0,37.56,11.8,36.55,42.55,61.64,40.0,87.5,68.06,60.94,54.64,45.08,12.72,14.03
Czech Republic,LUKA,3981,2020,41.73,26.64,62.69,17.13,64.75,59.28,27.56,14.11,23.68,49.57,85.94,59.41,47.06,66.64,63.74,53.31,17.63,12.08,7.42
Czech Republic,LUKA,3981,2021,41.69,17.96,58.64,13.9,43.75,66.84,40.38,8.9,26.61,35.78,44.92,50.59,85.25,68.66,47.2,55.53,51.24,14.0,11.24
Czech Republic,LUKA,3981,2022,43.38,31.22,59.4,19.97,56.7,70.42,27.04,18.01,31.82,60.51,45.25,63.98,79.67,70.83,61.05,35.06,31.53,14.39,7.34
Czech Republic,LUKA,3981,2023,40.49,20.33,59.09,12.86,45.8,63.64,37.54,12.26,19.64,36.53,36.92,63.66,71.69,65.86,53.63,62.58,35.83,14.25,11.77
Czech Republic,LUKA,3981,2024,43.06,22.63,63.01,17.23,48.13,70.82,34.26,26.88,12.76,33.36,48.64,62.42,64.31,72.55,75.4,54.03,26.48,22.53,15.91
Czech Republic,LUKA,3981,2025,42.27,26.67,59.91,19.8,52.92,69.0,29.4,9.35,35.65,50.81,57.64,50.46,79.75,54.97,72.63,44.08,27.5,16.69,7.96
Czech Republic,VSETIN,3982,2010,29.16,15.25,40.85,9.72,30.62,50.45,25.27,8.06,14.58,30.38,46.67,15.32,53.89,56.18,41.4,31.94,30.65,13.06,7.26
Czech Republic,VSETIN,3982,2011,39.18,23.55,52.06,16.02,52.5,48.42,39.33,14.78,27.08,48.49,40.83,67.8,49.42,37.18,58.71,58.19,25.65,34.61,7.15
Czech Republic,VSETIN,3982,2012,37.96,25.37,52.54,14.81,51.42,53.89,29.27,13.06,24.86,47.18,44.97,61.91,49.64,54.03,57.88,46.28,30.4,11.08,13.44
Czech Republic,VSETIN,3982,2013,33.05,14.84,49.37,8.12,32.94,61.47,28.76,3.68,7.14,22.39,41.56,35.16,47.89,73.79,62.28,34.78,39.22,11.94,14.38
Czech Republic,VSETIN,3982,2014,34.62,25.03,46.61,16.82,44.3,52.03,25.6,10.86,26.13,47.34,43.03,42.5,62.39,55.51,38.52,37.83,26.24,12.72,12.15
Czech Republic,VSETIN,3982,2015,38.05,19.74,54.43,14.43,42.15,65.78,27.53,5.99,26.28,35.48,50.69,40.54,63.25,70.11,63.9,37.72,23.12,21.89,17.15
Czech Republic,VSETIN,3982,2016,,18.93,,13.86,,57.26,26.92,11.13,13.25,26.75,41.33,,60.31,56.51,55.05,56.94,13.36,10.92,18.01
Czech Republic,VSETIN,3982,2017,34.34,21.68,47.34,22.05,40.43,59.73,18.76,28.92,18.9,39.33,28.33,53.25,72.72,49.92,56.96,22.25,19.81,14.19,6.02
Czech Republic,VSETIN,3982,2018,38.62,14.8,57.59,10.1,45.99,58.46,39.82,6.56,18.54,24.03,55.44,58.79,48.89,59.3,66.88,55.81,38.04,25.67,4.57
Czech Republic,VSETIN,3982,2019,,24.89,53.92,15.93,39.9,64.73,,13.33,31.37,36.99,53.33,29.81,79.83,62.07,52.77,46.28,,18.08,14.3
Czech Republic,VSETIN,3982,2020,38.02,,55.52,15.93,56.41,54.34,25.48,14.54,19.17,45.3,76.92,47.69,41.94,63.98,56.69,45.83,16.85,14.03,12.93
Czech Republic,VSETIN,3982,2021,38.43,19.58,53.08,16.69,39.86,62.13,36.26,13.66,24.2,36.1,42.11,41.42,80.72,63.84,42.42,48.36,44.92,15.22,7.82
Czech Republic,VSETIN,3982,2022,39.48,28.48,52.12,17.34,49.38,63.25,26.44,16.96,28.3,57.23,35.56,54.92,75.19,60.97,53.98,31.64,33.63,13.81,10.46
Czech Republic,VSETIN,3982,2023,35.5,20.17,51.89,12.57,38.35,56.86,34.59,9.3,18.54,34.92,27.86,51.94,63.17,60.46,47.15,60.61,32.61,10.61,7.8
Czech Republic,VSETIN,3982,2024,38.13,18.74,53.99,12.99,41.09,61.78,32.91,17.04,14.22,29.6,40.47,53.17,58.06,63.63,63.55,44.44,30.59,23.78,17.9
Czech Republic,VSETIN,3982,2025,39.27,27.74,53.93,22.5,46.39,63.61,26.65,14.35,36.61,43.92,53.61,41.88,74.0,52.85,64.33,37.03,26.02,16.92,10.27
Czech Republic,DOKSANY,3983,2010,33.24,15.93,48.54,9.91,39.13,58.51,26.28,7.26,14.58,34.95,58.06,25.0,68.89,68.28,38.71,32.78,33.06,12.78,4.03
Czech Republic,DOKSANY,3983,2011,41.43,22.53,59.66,12.69,62.52,55.27,32.32,6.45,29.17,50.03,61.19,76.29,65.69,47.15,53.31,54.42,30.35,12.25,10.59
Czech Republic,DOKSANY,3983,2012,40.13,24.81,57.7,18.59,57.35,57.07,26.59,17.34,28.48,49.7,51.17,70.97,53.75,52.66,64.7,52.42,21.16,6.39,12.15
Czech Republic,DOKSANY,3983,2013,34.04,14.16,51.57,9.03,34.57,67.45,25.25,4.46,10.62,29.6,37.64,36.56,56.83,83.15,62.02,32.33,32.07,11.11,9.87
Czech Republic,DOKSANY,3983,2014,34.86,22.09,52.3,15.42,45.65,60.37,18.63,10.16,27.38,42.1,45.97,48.9,70.94,65.38,45.13,37.36,13.74,4.94,6.26
Czech Republic,DOKSANY,3983,2015,42.01,17.21,60.94,13.75,53.35,67.64,29.87,7.88,28.54,42.58,60.56,57.15,54.0,73.23,75.27,44.67,24.6,20.53,14.25
Czech Republic,DOKSANY,3983,2016,37.15,18.58,59.29,13.89,45.27,60.57,30.19,10.54,17.1,24.46,44.5,66.83,59.25,57.82,64.6,62.33,12.58,16.25,9.35
Czech Republic,DOKSANY,3983,2017,37.36,18.33,56.25,13.98,48.22,67.23,18.49,12.28,20.98,38.74,37.17,68.41,81.67,54.89,65.59,29.11,19.62,6.69,11.75
Czech Republic,DOKSANY,3983,2018,47.25,17.72,72.91,17.72,60.45,74.93,37.47,7.85,35.27,26.48,73.22,82.07,64.86,86.37,73.23,56.94,42.07,13.25,4.81
Czech Republic,DOKSANY,3983,2019,42.08,21.15,64.55,12.07,50.79,72.85,29.41,9.97,22.44,34.22,72.39,46.45,94.31,65.67,59.27,49.94,29.44,8.86,11.91
Czech Republic,DOKSANY,3983,2020,40.74,20.58,63.47,12.43,61.13,61.14,29.24,9.03,16.61,46.99,79.81,57.2,51.67,68.06,63.39,60.78,15.78,11.61,7.69
Czech Republic,DOKSANY,3983,2021,36.37,16.36,51.87,11.12,41.91,58.51,32.88,8.74,17.56,36.77,44.75,44.3,75.31,59.76,40.99,46.44,42.55,9.31,9.17
Czech Republic,DOKSANY,3983,2022,42.27,26.96,60.53,15.65,59.73,68.51,24.67,10.22,28.84,61.29,46.22,71.24,73.39,69.19,63.12,39.28,24.44,10.31,8.47
Czech Republic,DOKSANY,3983,2023,40.01,16.59,61.74,11.46,47.0,62.97,37.7,9.57,16.88,29.7,38.53,72.5,69.11,66.64,53.36,70.08,29.97,13.31,9.19
Czech Republic,DOKSANY,3983,2024,39.27,19.5,61.35,12.11,47.92,69.79,27.74,15.75,11.32,36.75,53.97,53.23,64.86,69.54,74.81,51.25,21.77,10.39,6.51
Czech Republic,DOKSANY,3983,2025,42.74,22.48,60.41,15.92,58.11,63.81,30.17,9.6,33.33,53.95,60.08,60.35,71.97,49.44,70.3,50.39,24.03,16.31,13.12
Czech Republic,NOVA VES V HORACH,3984,2010,31.64,15.25,44.9,9.44,34.78,56.79,25.27,6.18,13.1,36.02,50.56,18.28,64.44,69.89,36.29,30.28,35.75,9.44,8.6
Czech Republic,NOVA VES V HORACH,3984,2011,40.63,23.59,57.28,14.72,60.94,53.0,33.09,10.75,25.89,50.86,57.69,74.17,57.19,49.35,52.58,52.53,31.08,15.72,8.92
Czech Republic,NOVA VES V HORACH,3984,2012,38.97,24.8,56.14,18.98,53.02,56.72,26.61,17.26,31.58,44.41,46.47,67.96,50.56,54.19,65.22,51.81,24.54,3.56,9.52
Czech Republic,NOVA VES V HORACH,3984,2013,29.66,12.66,43.96,6.44,27.48,59.4,22.81,4.17,5.54,27.63,30.92,24.01,47.58,72.5,57.74,30.28,30.56,7.33,15.22
Czech Republic,NOVA VES V HORACH,3984,2014,30.48,20.16,45.66,13.92,41.0,52.73,17.02,8.09,18.93,40.27,39.58,43.09,64.03,54.76,39.76,32.72,14.09,4.36,5.59
Czech Republic,NOVA VES V HORACH,3984,2015,38.64,15.73,56.06,12.05,49.96,62.84,26.36,6.18,25.68,39.06,56.25,54.78,48.56,71.64,67.88,36.39,21.53,21.33,13.44
Czech Republic,NOVA VES V HORACH,3984,2016,,15.88,,10.79,,54.28,24.79,5.94,13.13,19.89,42.92,,49.03,54.22,59.41,54.08,8.15,12.69,12.98
Czech Republic,NOVA VES V HORACH,3984,2017,34.86,17.88,50.35,16.73,41.09,62.49,19.77,15.56,22.17,35.99,30.33,56.59,77.25,49.11,61.59,26.69,23.9,8.58,9.41
Czech Republic,NOVA VES V HORACH,3984,2018,40.82,16.58,62.92,14.54,52.84,64.0,32.59,6.77,28.81,22.9,65.81,70.24,54.92,75.35,61.45,49.14,37.1,11.39,5.4
Czech Republic,NOVA VES V HORACH,3984,2019,,20.79,58.59,13.89,45.1,68.58,,6.56,31.4,33.63,65.28,37.04,85.86,62.53,57.9,43.53,,5.11,7.88
Czech Republic,NOVA VES V HORACH,3984,2020,37.73,,58.25,10.88,56.32,54.65,30.49,11.99,12.9,41.91,74.69,52.96,47.39,61.34,54.97,58.33,14.19,19.5,2.55
Czech Republic,NOVA VES V HORACH,3984,2021,33.15,17.3,45.59,9.56,41.15,50.42,29.51,7.74,19.32,40.78,40.67,41.99,62.08,52.07,37.47,39.44,42.55,6.11,6.72
Czech Republic,NOVA VES V HORACH,3984,2022,39.71,24.36,54.39,13.03,53.2,62.84,28.9,9.19,24.26,56.75,42.58,59.92,69.97,68.55,50.22,34.61,34.49,17.42,7.31
Czech Republic,NOVA VES V HORACH,3984,2023,36.22,17.98,56.14,10.26,40.82,58.37,34.42,8.84,15.09,24.44,31.92,65.81,67.25,62.12,46.02,63.53,31.02,8.83,8.58
Czech Republic,NOVA VES V HORACH,3984,2024,36.58,19.1,53.18,14.44,40.75,60.37,27.01,21.56,13.1,30.81,47.36,44.3,53.0,61.94,65.94,46.14,17.1,18.14,18.68
Czech Republic,NOVA VES V HORACH,3984,2025,38.76,23.94,54.53,19.17,53.17,57.77,25.39,10.3,29.52,50.24,54.28,55.03,71.14,40.91,61.69,44.31,19.65,12.42,15.59
Czech Republic,VARNSDORF,3985,2010,29.59,15.34,42.53,10.19,33.42,50.72,24.18,8.87,12.5,30.38,50.28,20.16,58.33,61.83,32.26,32.78,28.23,11.39,7.53
Czech Republic,VARNSDORF,3985,2011,37.59,21.77,49.28,14.35,54.05,45.35,36.58,11.83,24.7,46.88,46.72,68.31,54.61,37.8,43.95,44.19,34.17,31.47,6.1
Czech Republic,VARNSDORF,3985,2012,33.43,24.61,46.32,13.76,46.24,45.46,25.74,11.21,24.68,40.24,43.72,54.68,39.89,44.33,51.99,42.89,24.92,9.44,12.72
Czech Republic,VARNSDORF,3985,2013,29.78,14.57,43.04,7.76,30.57,55.7,23.58,4.27,6.13,28.98,31.0,31.75,43.5,64.22,58.98,27.94,34.7,7.72,15.54
Czech Republic,VARNSDORF,3985,2014,34.07,24.54,44.84,19.33,42.77,51.38,25.41,12.02,31.64,45.78,41.53,40.97,58.22,54.49,41.64,32.08,30.86,13.11,6.56
Czech Republic,VARNSDORF,3985,2015,38.02,21.04,52.6,14.06,48.41,56.78,28.18,8.6,28.39,39.17,54.19,52.07,47.06,60.35,62.63,38.72,26.69,19.17,18.44
Czech Republic,VARNSDORF,3985,2016,,19.21,,15.38,,51.01,28.21,11.42,16.35,22.98,39.28,,50.53,47.45,55.05,56.08,10.91,18.22,15.35
Czech Republic,VARNSDORF,3985,2017,34.21,19.5,49.2,16.94,42.99,58.05,20.85,16.34,19.35,36.75,33.47,58.44,68.56,49.25,56.69,28.25,25.54,8.61,7.85
Czech Republic,VARNSDORF,3985,2018,42.95,18.28,63.03,15.11,57.36,61.82,38.16,6.42,32.77,29.57,69.28,73.6,48.67,73.98,62.39,49.58,42.42,22.33,3.95
Czech Republic,VARNSDORF,3985,2019,,23.47,60.0,15.77,46.88,67.89,,12.12,32.89,27.98,68.56,44.81,88.83,61.34,54.17,42.94,,15.31,14.52
Czech Republic,VARNSDORF,3985,2020,40.18,,59.65,14.91,58.03,57.37,30.79,15.99,14.17,45.08,76.72,52.9,52.64,62.93,56.4,56.53,16.69,19.61,12.23
Czech Republic,VARNSDORF,3985,2021,34.3,19.84,46.93,15.22,38.73,53.92,29.3,7.66,26.9,36.59,36.39,43.15,70.5,51.96,39.84,39.92,39.97,7.67,10.91
Czech Republic,VARNSDORF,3985,2022,41.53,25.07,55.77,14.27,55.8,63.62,32.49,9.62,23.13,58.36,40.89,67.66,68.11,66.69,56.21,34.31,37.96,25.03,8.63
Czech Republic,VARNSDORF,3985,2023,34.98,20.81,54.46,11.41,41.17,56.74,30.47,7.61,18.69,26.85,30.67,65.65,62.78,61.21,46.42,59.69,22.82,9.14,7.34
Czech Republic,VARNSDORF,3985,2024,37.0,16.94,52.69,11.79,44.2,56.84,31.84,15.13,12.96,33.71,47.31,51.69,54.36,57.15,58.92,46.36,29.95,19.28,16.24
